book_title,author
Burning Glass,"Purdie, Kathryn"
The Family,"Puzo, Mario"
Not Here to be Liked,"Quach, Michelle"
Boy 21,"Quick, Matthew"
"Forgive Me, Leonard Peacock","Quick, Matthew"
High School,"Quin, Sara"
Tegan and Sara: Junior High,"Quin, Tegan"
Black and Blue,"Quindlen, Anna"
Blessings,"Quindlen, Anna"
She Drives Me Crazy,"Quindlen, Kelly"
Ophelia After All,"Racquel, Marie"
The Elegant Gathering of White Snows,"Radish, Kris"
Salma the Syrian Chef,"Ramadan, Danny"
The Forever Watch,"Ramirez, David"
Where I Stopped,"Ramsey, Martha"
Atlas Shrugged,"Rand, Ayn"
The Fountainhead,"Rand, Ayn"
We the Living,"Rand, Ayn"
One Life,"Rapinoe, Megan"
Punkzilla,"Rapp, Adam"
"Girl: Love, Sex, Romance and Being You","Rayne, Karen"
Clean,"Reed, Amy"
Over You,"Reed, Amy"
The AIDS Epidemic: Disaster and Survival,"Reed, Jennifer"
The Cute Girl Network,"Reed, M. K."
Burning Nation,"Reedy, Trent"
Pirates!,"Rees, Celia"
This is Not Forgiveness,"Rees, Celia"
A Game of Fox and Squirrels,"Reese, Jenn"
Fever Crumb,"Reeve, Philip"
Such a Fun Age,"Reid, Kiley"
The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins"
Sexual Abuse and Incest,"Reinert, Dale Robert"
Tokyo Heist,"Renn, Diana"
Are These My Basoomas I See Before Me: Fab Final Confessions of Georgia Nicolson,"Rennison, Louise"
Away Laughing on a Fast Camel: Even More Confessions of Georgia Nicolson,"Rennison, Louise"
Dancing in My Nuddy-Pants: Even Further Confessions of Georgia Nicolson,"Rennison, Louise"
"Knocked Out By My Nunga Nungas: Further, Further Confessions of Georgia Nicolson","Rennison, Louise"
Love is a Many Trousered Thing,"Rennison, Louise"
Startled by His Furry Shorts,"Rennison, Louise"
Stop in the Name of Pants!,"Rennison, Louise"
"Then He Ate My Boy Entrancers: More Mad, Marvy Convessions of Georgia Nicolson","Rennison, Louise"
Red Glass,"Resau, Laura"
A Million Suns,"Revis, Beth"
Across the Universe,"Revis, Beth"
Shades of Earth,"Revis, Beth"
The Lesbiana's Guide to Catholic School,"Reyes, Sonora"
Stone Fox,"Reynolder, John"
Amazon Basin: Vanishing Cultures,"Reynolds, Jan"
Patina,"Reynolds, Jason"
Beyond Dreams,"Reynolds, Marilyn"
Telling,"Reynolds, Marilyn"
Too Soon For Jeff,"Reynolds, Marilyn"
Fearless Women: Courageous Females Who Refused to Be Denied,"Reynolds, Toby"
Three Little Words: A Memoir (ARC),"Rhodes-Courter, Ashley"
Wide Sargasso Sea,"Rhys, Jean"
Patron Saints of Nothing,"Ribay, Randy"
Hank: The Short Life and Long Country Road of Hank Williams,"Ribowsky, Mark"
Blackwood Farm,"Rice, Anne"
Lasher,"Rice, Anne"
Memnoch the Devil,"Rice, Anne"
Queen of the Damned,"Rice, Anne"
Taltos,"Rice, Anne"
The Vampire Armand,"Rice, Anne"
The Vampire Lestat,"Rice, Anne"
The Witching Hour,"Rice, Anne"
Life,"Richards, Keith"
Tag-along Timothy Tours Texas,"Richardson, Jean"
Miss Peregrine’s Home for Peculiar Children,"Riggs, Ransom"
"My Heart is on the Ground: The Diary of Nannie Little Rose, a Sioux Girl","Rinaldi, Ann"
The Blood of Olympus,"Riordan, Rick"
The Burning Maze,"Riordan, Rick"
The Dark Prophecy,"Riordan, Rick"
The Hidden Oracle,"Riordan, Rick"
The House of Hades,"Riordan, Rick"
The Lost Hero,"Riordan, Rick"
The Mark of Athena,"Riordan, Rick"
The Serpents Shadow,"Riordan, Rick"
The Ship of the Dead,"Riordan, Rick"
The Son of Neptune,"Riordan, Rick"
The Sword of Summer,"Riordan, Rick"
The Tower of Nero,"Riordan, Rick"
The Tyrant’s Tomb,"Riordan, Rick"
Juliet Takes a Breath: The Graphic Novel,"Rivera, Gabby"
Never Look Back,"Rivera, Lilliam"
The Education of Margot Sanchez,"Rivera, Lilliam"
Redeeming Love,"Rivers, Francine"
The Atonement Child,"Rivers, Francine"
Gulp: Adventures on the Alimentary Canal,"Roach, Mary"
Portrait in Death,"Robb, J. D."
Even Cowgirls Get the Blues,"Robbins, Tom"
Villa Incognito,"Robbins, Tom"
Birthright,"Roberts, Nora"
Divine Evil,"Roberts, Nora"
Gabriella and Alexander: Two Tales of Palace Intrigue and Royal Romance,"Roberts, Nora"
Midnight Bayou,"Roberts, Nora"
River's End,"Roberts, Nora"
Whispers at Midnight,"Roberts, Peggy"
Bloodrose: Nightshade Novel,"Robertson, Andrea"
Invisibility,"Robertson, Andrea"
Rise,"Robertson, Andrea"
Snakeroot,"Robertson, Andrea"
The Conjurer's Riddle,"Robertson, Andrea"
The Inventor's Secret,"Robertson, Andrea"
Wolfsbane,"Robertson, Andrea"
The True and Outstanding Adventures of the Hunt Sisters,"Robinson, Elisabeth"
Billie Jean! How Tennis Star Billie Jean King Changed Women's Sports,"Rockliff, Mara"
"Love, Penelope: Letters from a Big Sister Who Knows About Life","Rocklin, Joanne"
Confronting Stereotypes,"Rodi, Robert"
34 Pieces of You,"Rodrigues, Carmen"
Always Running: La Vida Loca: Gang Days In LA,"Rodriquez, Luis J."
A List of Cages,"Roe, Robin"
Look,"Romanoff, Zan"
Almost Adulting: All You Need to Know to Get it Together (Sort of),"Rose, Arden"
Megan Rapinoe: Soccer Superstar,"Rose, Rachel"
CAMP,"Rosen, L. C."
Amelia Anne Is Dead and Gone,"Rosenfield, Kat"
"Dear Girl: A Celebration of Wonderful, Smart, Beautiful You!","Rosenthal, Amy Krouse"
Shelly Struggles to Shine,"Rosewater, Kit"
How I Live Now,"Rosoff, Meg"
There Is No Dog,"Rosoff, Meg"
Into the Still Blue,"Rossi, Veronica"
Through the Ever Night,"Rossi, Veronica"
Under the Never Sky,"Rossi, Veronica"
Perfidia,"Rossner, Judith"
Portnoy's Complaint,"Roth, Philip"
Allegiant,"Roth, Veronica"
Divergent,"Roth, Veronica"
The Name of the Wind,"Rothfuss, Patrick"
Head Above Water,"Rottman, S.L."
Shadow in the Empire of Light,"Routley, Jane"
Carry On,"Rowell, Rainbow"
Eleanor and Park,"Rowell, Rainbow"
The Casual Vacancy,"Rowling, J.K."
Wash Day Diaries,"Rowser, Jamila"
96 Words For Love,"Roy, Rachel"
Introducing Frankenstein Meets the Wolf Man,"Roza, Greg"
Denton Little's Deathdate,"Rubin, Lance"
Bone Gap,"Ruby, Laura"
Good Girls,"Ruby, Laura"
All of Us with Wings,"Ruiz Keil, Michelle"
Small Sacrifices: A True Story of Passion and Murder,"Rule, Ann"
The Stranger Beside Me,"Rule, Ann"
The Burn Journals,"Runyon, Brent"
Elegies for Angels Punks and Raging Queens,"Russell, Bill"
"Dork Diaries (Series, not volume specific)","Russell, Rachel Renee"
If I Was Your Girl (MR),"Russo, Meredith"
The Winner's Kiss,"Rutkoski, Marie"
Families Around the World,"Ruurs, Margriet"
Rules for Life,"Ryan, Darlene"
These Hollow Vows,"Ryan, Lexi"
The Boy Who Lost His Face,"Sachar, Louis"
"Neon Genesis Evangelion: 2-in-1 edition, Vol. 5","Sadamoto, Yoshiyuki"
"Neon Genesis Evangelion: 3-in-1 edition, Vol. 1","Sadamoto, Yoshiyuki"
"Neon Genesis Evangelion: 3-in-1 edition, Vol. 4","Sadamoto, Yoshiyuki"
Drake,Saddleback Educational Publishing
Diana and the Underworld Odyssey,"Saeed, Aisha"
Aristotle and Dante Dive into the Waters of the World,"Sáenz, Benjamin Alire"
He Forgot To Say Goodbye,"Sáenz, Benjamin Alire"
Not the Girls You're Looking For,"Safi, Aminah Mae"
Tell Me How You Really Feel,"Safi, Aminah Mae"
"Black Bird, Vol. 10","Sakurakōji, Kanoko"
"Black Bird, Vol. 11","Sakurakōji, Kanoko"
"Black Bird, Vol. 12","Sakurakōji, Kanoko"
"Black Bird, Vol. 13","Sakurakōji, Kanoko"
"Black Bird, Vol. 14","Sakurakōji, Kanoko"
"Black Bird, Vol. 15","Sakurakōji, Kanoko"
"Black Bird, Vol. 16","Sakurakōji, Kanoko"
"Black Bird, Vol. 17","Sakurakōji, Kanoko"
"Black Bird, Vol. 18","Sakurakōji, Kanoko"
"Black Bird, Vol. 2","Sakurakōji, Kanoko"
"Black Bird, Vol. 3","Sakurakōji, Kanoko"
"Black Bird, Vol. 5","Sakurakōji, Kanoko"
"Black Bird, Vol. 6","Sakurakōji, Kanoko"
"Black Bird, Vol. 7","Sakurakōji, Kanoko"
"Black Bird, Vol. 8","Sakurakōji, Kanoko"
"Black Bird, Vol. 9","Sakurakōji, Kanoko"
This Song Will Save Your Life,"Sales, Leila"
The Catcher in the Rye,"Salinger, J.D."
Yo No Soy Tu Perfecta Hija Mexicana,"Sánchez, Erika L."
"Option B: Facing Adversity, Building Resilience, and Finding Joy","Sandberg, Sheryl"
The Second Deadly Sin,"Sanders, Lawrence"
Calamity,"Sanderson, Brandon"
Firefight,"Sanderson, Brandon"
The Fool's Run,"Sandford, John"
Rebellion,"Sandler, Karen"
"Vampire, Interrupted","Sands, Lynsay"
When I was Puerto Rican: A Memoir,"Santiago, Esmeralda"
Blood of Elves,"Sapkowski, Andrzej"
Sword of Destiny,"Sapkowski, Andrzej"
The Last Wish,"Sapkowski, Andrzej"
Blindness,"Saramago, José"
Ellen Outside the Lines,"Sass, A.J."
Surrender Your Sons,"Sass, Adam"
Genital Herpes,"Saulmon, Greg"
Anna and the Swallow Man,"Savit, Gavriel"
Pablo Picasso,"Scarborough, Kate"
Plague Land,"Scarrow, Alex"
You're Next,"Schachte, Kylie"
Not Even Bones,"Schaeffer, Rebecca"
George vs. George: The American Revolution As Seen From Both Sides,"Schanzer, Rosalyn"
Uses for Boys,"Scheidt, Erica Lorraine"
The Last Words We Said,"Scheier, Leah"
The Reader,"Schlink, Bernard"
Orbiting Jupiter,"Schmidt, Gary D."
Extraordinary Means,"Schneider, Robyn"
The Beginning of Everything,"Schneider, Robyn"
The Beginning of Everything: Everyone Gets a Tragedy,"Schneider, Robyn"
You Don't Live Here,"Schneider, Robyn"
Banished,"Schow, Betsy"
Spelled,"Schow, Betsy"
Wanted (BS),"Schow, Betsy"
Endangered,"Schrefer, Eliot"
"I Heart You, You Haunt Me","Schroeder, Lisa"
Bully: A True Story of High School Revenge,"Schutze, Jim"
A Conjuring of Light,"Schwab, Victoria"
This Savage Song,"Schwab, Victoria"
The End of Your Life Book Club,"Schwalbe, Will"
More Scary Stories to Tell in the Dark,"Schwartz, Alvin"
Code-Breaker and Mathematician Alan Turing,"Schwartz, Heather E."
The Gift of Forgiveness,"Schwarzenegger Pratt, Katherine"
Things We Hide From the Light,"Score, Lucy"
Things We Never Got Over,"Score, Lucy"
Can You See Me?,"Scott, Libby"
Live Through This,"Scott, Mindi"
Dirty Blonde,"Scottoline, Lisa"
Final Appeal,"Scottoline, Lisa"
Look Again,"Scottoline, Lisa"
Help for the Haunted Heroine,"Searles, John"
Ash Princess,"Sebastian, Laura"
Ember Queen,"Sebastian, Laura"
Lady Smoke,"Sebastian, Laura"
Lucky (AS),"Sebold, Alice"
The Almost Moon,"Sebold, Alice"
Naked,"Sedaris, David"
The Summer of Lost Things,"Sedgwick, Chantele"
Peony in Love,"See, Lisa"
Shanghai Girls,"See, Lisa"
Amber and Dusk,"Selene, Lyra"
Doodleville,"Sell, Chad"
Roar of the Beast,"Sell, Chad"
The Cardboard Kingdom,"Sell, Chad"
The Marvels,"Selznick, Brian"
"Where'd You Go, Bernadette?","Semple, Maria"
In the Night Kitchen,"Sendak, Maurice"
"Writing My Wrongs: Life, Death, and Reception in an American Prison","Senghor, Shaka"
Illustrated Who's Who in Mythology,"Senior, Michael"
Ashes in the Snow,"Sepetys, Ruta"
I Must Betray You,"Sepetys, Ruta"
The Thirteenth Tale,"Setterfield, Diane"
The Killer Angels: The Classic Novel of the Civil War,"Shaara, Michael"
The Guernsey Literary and Potato Peel Pie Society,"Shaffer, Mary Anne"
Equus,"Shaffer, Peter"
Skin and Bones,"Shahan, Sherry"
Romeo and Juliet,"Shakespeare, William"
The Merchant Of Venice,"Shakespeare, William"
The Taming Of The Shrew,"Shakespeare, William"
"Cirque du Freak: The Manga, Vol. 1","Shan, Darren"
Demon Apocalypse,"Shan, Darren"
Ophelia Speaks: Adolescent Girls Write About Their Search for Self,"Shandler, Sara"
For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf: A Choreopoem,"Shange, Ntozake"
"No, David!","Shannon, David"
New Sudden Fiction: Short-Short Stories from America and Beyond,"Shapard, Robert"
Sudden Fiction (Continued): 60 New Short-Short Stories,"Shapard, Robert"
Sudden Fiction: American Short Stories,"Shapard, Robert"
My Mother the Cheerleader,"Sharenow, Robert"
Nate the Great and the Sticky Case,"Sharmat, Marjorie Weinman"
Forbidden Knowledge: From Prometheus to Pornography,"Shattuck, Roger"
Cleopatra's Moon,"Shecter, Vicky"
LGBTQ In America,"Sheen, Barbara"
Tweak: Growing Up on Methamphetamines,"Sheff, Nic"
Bomb: The Race to Build and Steal the World’s Most Dangerous Weapon,"Sheinkin, Steve"
Master of the Game,"Sheldon, Sidney"
Nothing Lasts Forever,"Sheldon, Sidney"
"The Meaning of Matthew: My Son's Murder in Laramie, and a World Transformed","Shepard, Judy"
Burned (SS),"Shepard, Sara"
Crushed,"Shepard, Sara"
Deadly,"Shepard, Sara"
Flawless,"Shepard, Sara"
Heartless,"Shepard, Sara"
Killer,"Shepard, Sara"
Perfect,"Shepard, Sara"
Perfect (SS),"Shepard, Sara"
Pretty Little Liars,"Shepard, Sara"
Ruthless,"Shepard, Sara"
Seven Minutes in Heaven,"Shepard, Sara"
Stunning,"Shepard, Sara"
The Good Girls,"Shepard, Sara"
The Perfectionists,"Shepard, Sara"
Toxic,"Shepard, Sara"
Twisted (SS),"Shepard, Sara"
Unbelievable,"Shepard, Sara"
Vicious,"Shepard, Sara"
Wanted,"Shepard, Sara"
Wicked,"Shepard, Sara"
Grim Lovelies,"Shepherd, Megan"
Midnight Beauties,"Shepherd, Megan"
Archer's Voice,"Sheridan, Mia"
Keeping Corner,"Sheth, Kashmira"
The Stone Diaries,"Shields, Carol"
"Berlin Diary: The Journal of a Foreign Correspondent 1934-1941, an Unparalleled Eyewitness Account of Hitler's German","Shirer, William"
Blacklisted,"Showalter, Gena"
Evil Queen,"Showalter, Gena"
Twisted (GS),"Showalter, Gina"
Sea Glass,"Shreve, Anita"
The Need to Know Library: Everything You Need to Know About Date Rape,"Shuker-Haines, Frances"
Alichino,"Shurei, Kouyu"
Dry (NS),"Shusterman, Neal"
Thunderhead,"Shusterman, Neal"
UnDivided,"Shusterman, Neal"
UnSouled,"Shusterman, Neal"
UnWholly,"Shusterman, Neal"
Unwind,"Shusterman, Neal"
Wanderlust: A Beautiful Americans Novel (LS),"Silag, Lucy"
Ceremony,"Silko, Leslie Marmon"
The Food Chain (Play),"Silver, Nicky"
Harriet Gets Carried Away,"Sima, Jessie"
Plan B,"Simon, Charnan"
Shattered Star,"Simon, Charnan"
"Heels, Heartache and Headlines","Simone, Ni-Ni"
Wilder,"Simonet, Andrew"
Phoebe and Her Unicorn,"Simpson, Dana"
Unicorn on a Roll: Another Phoebe and Her Unicorn Adventure,"Simpson, Dana"
The Straight Girl's Guide to Sleeping with Chicks,"Sincero, Jen"
The Silence and the Roar,"Sirees, Nihad"
The Primal Blueprint,"Sisson, Mark"
Homeboyz,"Sitomer, Alan Lawrence"
The Secret Story of Sonia Rodriguez,"Sitomer, Alan Lawrence"
Prep,"Sittenfeld, Curtis"
"You Think It, I'll Say It: Stories","Sittenfeld, Curtis"
Millennium Prophecies: Predictions for the Year 2000 and Beyond from the World's Greatest Seers and Mystics.,"Skinner, Stephen"
The Immortal Life of Henrietta Lacks,"Skloot, Rebecca"
Sinews of Thy Heart,"Skogen, Jennifer"
Maestros,"Skroce, Steve"
Don't Tell the Nazis,"Skrypuch, Marsha Forchuk"
Making Bombs for Hitler,"Skrypuch, Marsha Forchuk"
Stolen Girl,"Skyrpuch, Marsha Forchuk"
The War Below,"Skyrpuch, Marsha Forchuk"
Malcolm X,"Slater, Jack"
Stay In Line,"Slaterguess, Teddy"
Stitches: A Memior,"Small, David"
The Way I Used To Be,"Smith, Amber"
100 Sideways Miles,"Smith, Andrew"
Grasshopper Jungle,"Smith, Andrew"
The Alex Crow,"Smith, Andrew"
Winger,"Smith, Andrew"
A Tree Grows in Brooklyn,"Smith, Betty"
Joy in the Morning,"Smith, Betty"
"France, A History in Art","Smith, Bradley"
Blessed,"Smith, Cynthia Leitich"
Tantalize,"Smith, Cynthia Leitich"
The Geography of Girlhood,"Smith, Kirsten"
"The Vampire Diaries (Series, Title Not Specified)","Smith, L. J."
The Inquisitor,"Smith, Mark Allen"
December 6: a novel,"Smith, Martin Cruz"
The Deep and Dark Blue,"Smith, Niki"
Just Kids,"Smith, Patti"
Black Panther: The Young Prince,"Smith, Ronald L."
Watercolor: The Complete Course,"Smith, Stan"
Betwixt,"Smith, Tara Bray"
Lore Olympus: Volume Five,"Smythe, Rachel"
Lore Olympus: Volume Four,"Smythe, Rachel"
Lore Olympus: Volume One,"Smythe, Rachel"
Lore Olympus: Volume Six,"Smythe, Rachel"
Lore Olympus: Volume Three,"Smythe, Rachel"
Lore Olympus: Volume Two,"Smythe, Rachel"
Magic Study,"Snyder, Maria V."
Poison Study,"Snyder, Maria V."
Sadar's Keep,"Snyder, Midori"
No Visible Bruises: What We Don't Know About Domestic Violence Can Kill Us,"Snyder, Rachel Louise"
Art: 21 Art in the 21st Century,"Sollins, Susan"
Solo quedó nuestra historia,Solo Quedo Nuestra Historia
"Today, Tonight, Tomorrow","Solomon, Rachel Lynn"
We Can't Keep Meeting Like This,"Solomon, Rachel Lynn"
What My Girlfriend Doesn't Know,"Sones, Sonya"
Jordan,"Sonneborn, Liz"
"Drums, Girls, and Dangerous Pie","Sonnenblick, Jordan"
Zen and the Art of Faking It,"Sonnenblick, Jordan"
MARS,"Soryo, Fuyumi"
Summer on Wheels: A Road Trip Like No Other,"Soto, Gary"
The Coldest Winter Ever,"Souljah, Sister"
The Prime of Miss Jean Brodie,"Spark, Muriel"
"It Happened to Nancy: By An Anonymous Teenager, A True Story from Her Diary","Sparks, Beatrice"
A Bend In The Road,"Sparks, Nicholas"
At First Sight,"Sparks, Nicholas"
Dear John,"Sparks, Nicholas"
Every Breath,"Sparks, Nicholas"
Message in a Bottle,"Sparks, Nicholas"
Nights in Rodanthe,"Sparks, Nicholas"
Safe Haven,"Sparks, Nicholas"
See Me,"Sparks, Nicholas"
The Choice,"Sparks, Nicholas"
The Guardian,"Sparks, Nicholas"
The Last Song,"Sparks, Nicholas"
The Longest Ride,"Sparks, Nicholas"
The Lucky One,"Sparks, Nicholas"
The Notebook,"Sparks, Nicholas"
The Rescue,"Sparks, Nicholas"
The Return,"Sparks, Nicholas"
The Wedding,"Sparks, Nicholas"
True Believer,"Sparks, Nicholas"
The Witch of Blackbird Pond,"Speare, Elizabeth George"
Small Town Girl,"Spencer, Lavyrle"
Eggs,"Spinelli, Jerry"
Maniac Magee,"Spinelli, Jerry"
There’s a Girl in My Hammerlock,"Spinelli, Jerry"
Who Put That Hair in my Toothbrush?,"Spinelli, Jerry"
Marilyn Monroe: The Biography,"Spoto, Donald"
The Case of the Bizarre Bouquets,"Springer, Nancy"
The Case of the Cryptic Crinoline,"Springer, Nancy"
The Case of the Left-Handed Lady,"Springer, Nancy"
The Case of the Missing Marquess,"Springer, Nancy"
The Case of the Peculiar Pink Fan,"Springer, Nancy"
King of Battle and Blood,"St. Clair, Scarlett"
Don't You Wish,"St. Claire, Roxanne"
Small Town Pride,"Stamper, Phil"
The Visual Dictionary of the Civil War,"Stanchak, John E."
I'm with Cupid,"Staniszewski, Anna"
My Friends and Me,"Stansbie, Stephanie"
Spontaneous,"Starmer, Aaron"
Biology: The Unity and Diversity of Life,"Starr, Cecie"
Every Dog in the Neighborhood,"Stead, Philip C."
Goodbye Stranger,"Stead, Rebecca"
Lightning,"Steel, Danielle"
Star (French Edition),"Steel, Danielle"
The Gift (DS),"Steel, Danielle"
Light Years,"Stein, Tammar"
East of Eden,"Steinbeck, John"
The Grapes of Wrath,"Steinbeck, John"
Artie and the Wolf Moon,"Stephens, Olivia"
An Experiment With an Air Pump,"Stephenson, Shelagh"
These Witches Don't Burn,"Sterling, Isabel"
Still Missing,"Stevens, Chevy"
Dress Codes for Small Towns,"Stevens, Courtney"
Fortuna,"Stevens, Michael R."
Just Mercy,"Stevenson, Bryan"
Beware the Kitten Holy,"Stevenson, N.D."
Friendship to the Max,"Stevenson, N.D."
Nimona,"Stevenson, ND"
Kid Activists: True Tales of Childhood from Champions of Change,"Stevenson, Robin"
Pride Colors,"Stevenson, Robin"
Earth (the book) A Visitors Guide to the Human Race,"Stewart, Jon"
Call Down the Hawk,"Stiefvater, Maggie"
Forever (MS),"Stiefvater, Maggie"
Linger,"Stiefvater, Maggie"
Raven Boys,"Stiefvater, Maggie"
Sinner,"Stiefvater, Maggie"
The Dream Thieves,"Stiefvater, Maggie"
Who Was Sally Ride?,"Stine, Megan"
First Date,"Stine, R. L."
101 Ways to Dance,"Stinson, Kathy"
The Help,"Stockett, Kathryn"
Arden Grey,"Stoeve, Ray"
Vincent,"Stok, Barbara"
Dracula: Complete Original Text,"Stoker, Bram"
The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Stone, Irving"
Every Last Word,"Stone, Tamara Ireland"
Rosencrantz and Guildenstern Are Dead,"Stoppard, Tom"
Marcelo in the Real World,"Stork, Francisco X."
The Last Summer of the Death Warriors,"Stork, Francisco X."
Boot Camp,"Strasser, Todd"
If I Grow Up,"Strasser, Todd"
Chanda's Secrets,"Stratton, Allan"
Lost Boy Lost Girl,"Straub, Peter"
Mozambique in Pictures,"Streissguth, Thomas"
"It's Not Me, It's You","Strohm, Stephanie Kate"
Until the Twelfth of Never: Should Betty Broderick Ever Be Free?,"Stumbo, Bella"
The Infernal Compass,"Sturges, Lilah"
True Colors,"Sturges, Lilah"
The Brothers Story,"Sturtevant, Katherine"
Sophie's Choice,"Styron, William"
Sacred Heart,"Suburbia, Liz"
Girl Online: The First Novel by Zoella,"Sugg, Zoe"
Love and Other Natural Disasters,"Sugiura, Misa"
Commencement,"Sullivan, J. Courtney"
Midnight at the Bright Ideas Bookstore,"Sullivan, Matthew J."
Imaginary Girls,"Suma, Nova Ren"
The Walls Around Us,"Suma, Nova Ren"
All the Rage,"Summers, Courtney"
I'm the Girl,"Summers, Courtney"
Sadie,"Summers, Courtney"
The Project,"Summers, Courtney"
"We Should Hang Out Sometime: Embarrassingly, A True Story","Sundquist, Josh"
Perfume: The Story of a Murderer,"Süskind, Patrick"
